"","ANONID","SUBJECT","CATALOG_NBR","GRD_PTS_PER_UNIT","GPAO","DIV","ANON_INSTR_ID","TERM"
"24948",192210,"BIOLOGY",225,4,3.747222222,"S",1685,106
"24949",192294,"BIOLOGY",225,4,3.517977528,"S",3604,123
"24950",192299,"BIOLOGY",225,2.3,3.335,"S",3604,83
"24951",192323,"BIOLOGY",225,2,3.3,"S",3604,130
"24952",192434,"BIOLOGY",225,3.3,3.613888889,"S",3604,131
"24953",192437,"BIOLOGY",225,2.7,3.329487179,"S",3604,84
"24954",192451,"BIOLOGY",225,3,3.308791209,"S",3604,131
"24955",192501,"BIOLOGY",225,3.3,3.832926829,"S",3604,107
"24956",192519,"BIOLOGY",225,3.3,3.653684211,"S",3492,126
"24957",192541,"BIOLOGY",225,2.3,2.270634921,"S",3604,69
"24958",192550,"BIOLOGY",225,2.7,3.278571429,"S",3604,93
"24959",192572,"BIOLOGY",225,3.3,3.143103448,"S",3604,103
"24960",192590,"BIOLOGY",225,1.3,3.022222222,"S",3604,68
"24961",192661,"BIOLOGY",225,2.7,3.724705882,"S",3604,68
"24962",192680,"BIOLOGY",225,3.7,3.885714286,"S",4287,98
"24963",192711,"BIOLOGY",225,2.7,2.743518519,"S",3492,126
"24964",192717,"BIOLOGY",225,3.7,3.547572816,"S",3604,115
"24965",192767,"BIOLOGY",225,0,2.891780822,"S",1685,106
"24966",192797,"BIOLOGY",225,2.3,2.801666667,"S",3604,84
"24967",192809,"BIOLOGY",225,4.4,4.059139785,"S",3604,89
"24968",192827,"BIOLOGY",225,3,3.710606061,"S",3604,118
"24969",192831,"BIOLOGY",225,3,3.525,"S",3492,126
"24970",192839,"BIOLOGY",225,2.7,3.369767442,"S",4287,98
"24971",192846,"BIOLOGY",225,2,3.205,"S",3604,119
"24972",192887,"BIOLOGY",225,3.3,2.875555556,"S",3604,135
"24973",192958,"BIOLOGY",225,2.7,3.289247312,"S",3604,69
"24974",192970,"BIOLOGY",225,3,3.710909091,"S",3604,89
"24975",193007,"BIOLOGY",225,4,3.978947368,"S",3604,127
"24976",193013,"BIOLOGY",225,3.3,3.646551724,"S",3604,118
"24977",193024,"BIOLOGY",225,3,3.3675,"S",3604,135
"24978",193038,"BIOLOGY",225,1.7,2.312631579,"S",3604,122
"24979",193061,"BIOLOGY",225,2.3,3.269747899,"S",1685,106
"24980",193067,"BIOLOGY",225,1.7,3.105376344,"S",3604,74
"24981",193114,"BIOLOGY",225,2.7,3.431372549,"S",3604,134
"24982",193152,"BIOLOGY",225,2.7,3.542465753,"S",3604,74
"24983",193178,"BIOLOGY",225,2.7,2.925396825,"S",3604,114
"24984",193184,"BIOLOGY",225,4,3.696825397,"S",3604,127
"24985",193194,"BIOLOGY",225,2.3,2.7328125,"S",3492,126
"24986",193256,"BIOLOGY",225,2.7,2.427027027,"S",3604,122
"24987",193271,"BIOLOGY",225,2.3,3.062711864,"S",1685,106
"24988",193283,"BIOLOGY",225,4,3.632894737,"S",3604,107
"24989",193300,"BIOLOGY",225,3.3,3.552272727,"S",3604,84
"24990",193312,"BIOLOGY",225,3,3.051898734,"S",3604,119
"24991",193348,"BIOLOGY",225,4,3.751086957,"S",3604,93
"24992",193402,"BIOLOGY",225,2.7,3.401075269,"S",3604,94
"24993",193430,"BIOLOGY",225,2,2.989010989,"S",4287,98
"24994",193436,"BIOLOGY",225,3,3.359047619,"S",3604,107
"24995",193461,"BIOLOGY",225,2.7,3.169090909,"S",4287,98
"24996",193463,"BIOLOGY",225,2.3,2.933913043,"S",3604,110
"24997",193466,"BIOLOGY",225,3,3.585483871,"S",3604,118
"24998",193470,"BIOLOGY",225,2,3.583098592,"S",3604,94
"24999",193493,"BIOLOGY",225,3.3,3.585,"S",3604,130
"25000",193522,"BIOLOGY",225,2,2.484615385,"S",3604,107
"25001",193524,"BIOLOGY",225,1.7,3.306862745,"S",3604,99
"25002",193535,"BIOLOGY",225,3,3.284210526,"S",3604,107
"25003",193547,"BIOLOGY",225,1,2.73974359,"S",3604,89
"25004",193708,"BIOLOGY",225,2.3,3.209090909,"S",3604,110
"25005",193712,"BIOLOGY",225,4,3.955,"S",3604,88
"25006",193750,"BIOLOGY",225,2.3,3.307352941,"S",3604,127
"25007",193770,"BIOLOGY",225,3.7,3.469767442,"S",1685,106
"25008",193771,"BIOLOGY",225,1.7,3.085714286,"S",3492,126
"25009",193865,"BIOLOGY",225,2.7,3.503252033,"S",1685,106
"25010",193952,"BIOLOGY",225,2,3.442391304,"S",3604,89
"25011",193955,"BIOLOGY",225,2.3,3.237142857,"S",3604,135
"25012",194059,"BIOLOGY",225,4,3.745454545,"S",3604,107
"25013",194060,"BIOLOGY",225,2.7,3.079487179,"S",3604,134
"25014",194088,"BIOLOGY",225,3,3.531506849,"S",3604,103
"25015",194126,"BIOLOGY",225,1,3.206756757,"S",3604,88
"25016",194128,"BIOLOGY",225,3.3,3.489215686,"S",3604,69
"25017",194152,"BIOLOGY",225,3.3,3.369047619,"S",3604,111
"25018",194164,"BIOLOGY",225,4,3.696923077,"S",3604,127
"25019",194168,"BIOLOGY",225,2,3.242253521,"S",3604,107
"25020",194197,"BIOLOGY",225,4,3.530120482,"S",3492,126
"25021",194212,"BIOLOGY",225,2,2.831914894,"S",3604,110
"25022",194258,"BIOLOGY",225,2.7,3.611688312,"S",3604,118
"25023",194309,"BIOLOGY",225,2.7,3.266101695,"S",3604,103
"25024",194337,"BIOLOGY",225,2.3,3.597222222,"S",3604,103
"25025",194338,"BIOLOGY",225,3,3.08875,"S",3604,83
"25026",194338,"BIOLOGY",225,2.7,2.910958904,"S",3604,84
"25027",194359,"BIOLOGY",225,0,2.698780488,"S",3604,114
"25028",194360,"BIOLOGY",225,4,3.935714286,"S",3604,111
"25029",194372,"BIOLOGY",225,0,2.463716814,"S",3604,111
"25030",194375,"BIOLOGY",225,4,3.465217391,"S",3604,107
"25031",194384,"BIOLOGY",225,4,3.784705882,"S",3604,94
"25032",194413,"BIOLOGY",225,3.7,3.723611111,"S",3492,126
"25033",194451,"BIOLOGY",225,0,2.464772727,"S",3604,122
"25034",194473,"BIOLOGY",225,2.3,3.08,"S",3604,107
"25035",194506,"BIOLOGY",225,3.7,3.821,"S",3604,107
"25036",194541,"BIOLOGY",225,2.3,2.998095238,"S",3492,126
"25037",194565,"BIOLOGY",225,4,3.846835443,"S",3604,102
"25038",194609,"BIOLOGY",225,3.3,3.463076923,"S",3604,103
"25039",194623,"BIOLOGY",225,1,3.47721519,"S",3604,130
"25040",194636,"BIOLOGY",225,3.3,3.374025974,"S",3604,69
"25041",194643,"BIOLOGY",225,3.7,3.925806452,"S",3604,127
"25042",194647,"BIOLOGY",225,2.7,3.075510204,"S",3604,69
"25043",194651,"BIOLOGY",225,3,3.545652174,"S",3604,94
"25044",194657,"BIOLOGY",225,0,2.949557522,"S",3604,114
"25045",194673,"BIOLOGY",225,0.7,2.166666667,"S",3604,135
"25046",194684,"BIOLOGY",225,3,3.579545455,"S",3604,107
"25047",194706,"BIOLOGY",225,2,3.321153846,"S",3604,89
"25048",194717,"BIOLOGY",225,3.3,3.733928571,"S",3604,107
"25049",194837,"BIOLOGY",225,1.3,2.4625,"S",3604,84
"25050",194842,"BIOLOGY",225,3.3,3.519230769,"S",3604,130
"25051",194853,"BIOLOGY",225,0,3.404918033,"S",3604,122
"25052",194865,"BIOLOGY",225,2.7,3.68974359,"S",3604,111
"25053",194922,"BIOLOGY",225,3,3.414772727,"S",1685,106
"25054",194933,"BIOLOGY",225,2.3,2.589655172,"S",3492,126
"25055",194933,"BIOLOGY",225,1,2.556756757,"S",3604,119
"25056",194937,"BIOLOGY",225,0.7,2.314723926,"S",3604,94
"25057",194962,"BIOLOGY",225,3.3,3.481415929,"S",3604,123
"25058",194963,"BIOLOGY",225,3.7,3.662711864,"S",3604,107
"25059",195018,"BIOLOGY",225,4,3.943478261,"S",3604,131
"25060",195054,"BIOLOGY",225,3.3,3.570588235,"S",3604,99
"25061",195077,"BIOLOGY",225,3.3,3.377272727,"S",3604,123
"25062",195086,"BIOLOGY",225,2.3,2.75412844,"S",3604,118
"25063",195107,"BIOLOGY",225,2.3,3.039795918,"S",3604,130
"25064",195110,"BIOLOGY",225,4,3.732773109,"S",1685,106
"25065",195114,"BIOLOGY",225,2.7,2.717241379,"S",3604,74
"25066",195138,"BIOLOGY",225,2.3,3.211627907,"S",3604,111
"25067",195159,"BIOLOGY",225,3.7,3.518181818,"S",3604,74
"25068",195188,"BIOLOGY",225,3.7,3.631764706,"S",3604,111
"25069",195223,"BIOLOGY",225,1.3,2.553571429,"S",3604,115
"25070",195242,"BIOLOGY",225,2.3,2.94375,"S",3604,119
"25071",195255,"BIOLOGY",225,3.7,3.618823529,"S",3604,79
"25072",195266,"BIOLOGY",225,4,3.946428571,"S",3604,135
"25073",195307,"BIOLOGY",225,4,3.778378378,"S",3604,94
"25074",195349,"BIOLOGY",225,2.3,3.267032967,"S",3604,99
"25075",195371,"BIOLOGY",225,3.3,3.575,"S",3604,107
"25076",195375,"BIOLOGY",225,3.3,3.67,"S",3604,119
"25077",195412,"BIOLOGY",225,3,3.351685393,"S",1685,106
"25078",195425,"BIOLOGY",225,2.3,2.77752809,"S",3604,107
"25079",195522,"BIOLOGY",225,3,3.101041667,"S",3604,107
"25080",195546,"BIOLOGY",225,1.7,2.992537313,"S",3604,88
"25081",195577,"BIOLOGY",225,4,3.640625,"S",3604,115
"25082",195636,"BIOLOGY",225,4,3.83442623,"S",1685,106
"25083",195646,"BIOLOGY",225,3,3.819298246,"S",3604,107
"25084",195653,"BIOLOGY",225,3.3,3.914666667,"S",3492,126
"25085",195664,"BIOLOGY",225,2.7,3.273770492,"S",3604,118
"25086",195666,"BIOLOGY",225,3,3.575862069,"S",3604,103
"25087",195667,"BIOLOGY",225,2.7,3.395604396,"S",3604,89
"25088",195700,"BIOLOGY",225,3.3,3.614285714,"S",3604,114
"25089",195713,"BIOLOGY",225,3.3,3.523333333,"S",3492,126
"25090",195731,"BIOLOGY",225,2.7,3.491044776,"S",3604,73
"25091",195845,"BIOLOGY",225,2.7,3.673913043,"S",3604,79
"25092",195891,"BIOLOGY",225,3,2.603448276,"S",3604,102
"25093",195891,"BIOLOGY",225,0,2.701492537,"S",4287,98
"25094",195901,"BIOLOGY",225,3,3.841860465,"S",3604,135
"25095",195928,"BIOLOGY",225,4,3.470114943,"S",4287,98
"25096",195952,"BIOLOGY",225,2.7,3.691111111,"S",3604,68
"25097",195953,"BIOLOGY",225,4,3.841818182,"S",3604,131
"25098",195955,"BIOLOGY",225,3,3.316831683,"S",3604,69
"25099",195969,"BIOLOGY",225,3.7,3.760869565,"S",3604,134
"25100",196005,"BIOLOGY",225,2.3,2.733823529,"S",3604,103
"25101",196009,"BIOLOGY",225,1,3.167567568,"S",3604,127
"25102",196010,"BIOLOGY",225,2.7,3.309411765,"S",4287,98
"25103",196034,"BIOLOGY",225,0,3.645762712,"S",3604,114
"25104",196173,"BIOLOGY",225,4,3.514285714,"S",3604,127
"25105",196179,"BIOLOGY",225,3.7,3.078205128,"S",3604,110
"25106",196188,"BIOLOGY",225,3.3,3.198019802,"S",3604,115
"25107",196221,"BIOLOGY",225,2.3,3.383561644,"S",3604,107
"25108",196237,"BIOLOGY",225,3.3,3.797752809,"S",3604,103
"25109",196276,"BIOLOGY",225,2.3,2.989189189,"S",3604,115
"25110",196315,"BIOLOGY",225,3.7,3.450666667,"S",3604,83
"25111",196316,"BIOLOGY",225,0,2.654117647,"S",3604,127
"25112",196332,"BIOLOGY",225,3.3,3.661842105,"S",3604,114
"25113",196348,"BIOLOGY",225,3,3.270175439,"S",3604,118
"25114",196400,"BIOLOGY",225,3,3.451351351,"S",3604,135
"25115",196412,"BIOLOGY",225,0,2.654117647,"S",3604,123
"25116",196419,"BIOLOGY",225,3.7,3.819811321,"S",3604,83
"25117",196442,"BIOLOGY",225,4,3.712631579,"S",3604,99
"25118",196445,"BIOLOGY",225,2.7,3.430172414,"S",3604,114
"25119",196447,"BIOLOGY",225,4,3.85,"S",3604,84
"25120",196481,"BIOLOGY",225,1.7,2.536111111,"S",3604,94
"25121",196502,"BIOLOGY",225,2.3,3.632894737,"S",3604,88
"25122",196503,"BIOLOGY",225,2,3.105263158,"S",3604,88
"25123",196515,"BIOLOGY",225,3,3.410344828,"S",3604,127
"25124",196532,"BIOLOGY",225,4,3.967391304,"S",3604,79
"25125",196556,"BIOLOGY",225,2,3.1275,"S",3604,123
"25126",196561,"BIOLOGY",225,2.3,2.70326087,"S",3604,127
"25127",196584,"BIOLOGY",225,3,3.285057471,"S",3604,115
"25128",196618,"BIOLOGY",225,4,4,"S",3604,74
"25129",196660,"BIOLOGY",225,3,3.454166667,"S",3604,123
"25130",196679,"BIOLOGY",225,2.7,3.062962963,"S",3604,99
"25131",196680,"BIOLOGY",225,2.3,3.669047619,"S",3604,83
"25132",196711,"BIOLOGY",225,2.7,3.369047619,"S",3604,123
"25133",196714,"BIOLOGY",225,2,3.496703297,"S",3604,130
"25134",196724,"BIOLOGY",225,2.3,2.893814433,"S",3604,103
"25135",196729,"BIOLOGY",225,1.3,3.383760684,"S",3604,131
"25136",196753,"BIOLOGY",225,4.4,3.8125,"S",3604,135
"25137",196803,"BIOLOGY",225,4,3.994915254,"S",3604,115
"25138",196835,"BIOLOGY",225,3.3,3.702884615,"S",3604,130
"25139",196864,"BIOLOGY",225,3,2.805479452,"S",3604,88
"25140",196889,"BIOLOGY",225,4,3.857333333,"S",3604,130
"25141",196956,"BIOLOGY",225,3.3,3.544303797,"S",3604,84
"25142",196972,"BIOLOGY",225,4,3.657142857,"S",3604,78
"25143",197022,"BIOLOGY",225,3.3,3.274528302,"S",3604,102
"25144",197040,"BIOLOGY",225,4,3.905681818,"S",3604,78
"25145",197044,"BIOLOGY",225,3.7,3.492063492,"S",3604,93
"25146",197063,"BIOLOGY",225,3,3.220547945,"S",3604,134
"25147",197080,"BIOLOGY",225,2,2.7375,"S",3604,122
"25148",197143,"BIOLOGY",225,2,3.49375,"S",3604,107
"25149",197161,"BIOLOGY",225,3,3.450684932,"S",3604,123
"25150",197195,"BIOLOGY",225,3,3.758585859,"S",3604,102
"25151",197201,"BIOLOGY",225,3.7,3.538461538,"S",3604,73
"25152",197259,"BIOLOGY",225,2.3,3.109459459,"S",3604,107
"25153",197329,"BIOLOGY",225,2.7,3.129166667,"S",3604,119
"25154",197335,"BIOLOGY",225,3.3,3.789473684,"S",3604,89
"25155",197378,"BIOLOGY",225,1.3,2.891566265,"S",4287,98
"25156",197408,"BIOLOGY",225,2.7,2.805,"S",3604,68
"25157",197418,"BIOLOGY",225,2,3.561111111,"S",3604,135
"25158",197508,"BIOLOGY",225,2.3,3.387341772,"S",1685,106
"25159",197525,"BIOLOGY",225,3.7,3.370175439,"S",3604,123
"25160",197531,"BIOLOGY",225,2.3,2.902884615,"S",3604,115
"25161",197540,"BIOLOGY",225,2,2.43253012,"S",3604,127
"25162",197568,"BIOLOGY",225,3,3.516326531,"S",3604,73
"25163",197569,"BIOLOGY",225,3.7,3.787179487,"S",3604,68
"25164",197585,"BIOLOGY",225,3,3.240322581,"S",3604,88
"25165",197588,"BIOLOGY",225,0.7,2.711111111,"S",3604,68
"25166",197654,"BIOLOGY",225,2.3,2.355833333,"S",3604,115
"25167",197684,"BIOLOGY",225,2.3,3.367326733,"S",3604,131
"25168",197765,"BIOLOGY",225,1.7,2.956790123,"S",3604,93
"25169",197778,"BIOLOGY",225,2,4.234482759,"S",3604,84
"25170",197778,"BIOLOGY",225,4,3.89375,"S",3604,89
"25171",197789,"BIOLOGY",225,0,2.866666667,"S",3604,131
"25172",197856,"BIOLOGY",225,2.7,2.969369369,"S",3604,123
"25173",197886,"BIOLOGY",225,1,3.125581395,"S",3604,131
"25174",197897,"BIOLOGY",225,3,3.59,"S",4287,98
"25175",197902,"BIOLOGY",225,2.3,3.414150943,"S",3604,103
"25176",197981,"BIOLOGY",225,0,3.401538462,"S",3604,84
"25177",198036,"BIOLOGY",225,3,3.437837838,"S",3604,73
"25178",198041,"BIOLOGY",225,4,3.825333333,"S",3604,99
"25179",198044,"BIOLOGY",225,3,3.264739884,"S",3604,111
"25180",198061,"BIOLOGY",225,3,3.682291667,"S",3604,131
"25181",198076,"BIOLOGY",225,4,3.858928571,"S",3604,127
"25182",198104,"BIOLOGY",225,3,3.340909091,"S",3604,103
"25183",198120,"BIOLOGY",225,3,3.416853933,"S",3604,130
"25184",198218,"BIOLOGY",225,3.7,3.984,"S",3604,110
"25185",198251,"BIOLOGY",225,2.7,3.510465116,"S",3604,130
"25186",198285,"BIOLOGY",225,2.7,3.32,"S",3604,78
"25187",198303,"BIOLOGY",225,3.3,3.252631579,"S",3604,134
"25188",198306,"BIOLOGY",225,1.7,3.368292683,"S",3604,118
"25189",198306,"BIOLOGY",225,2.7,3.13164557,"S",3604,122
"25190",198323,"BIOLOGY",225,3.3,3.7671875,"S",3604,134
"25191",198373,"BIOLOGY",225,3,3.770588235,"S",3604,130
"25192",198380,"BIOLOGY",225,2,2.829906542,"S",3604,122
"25193",198410,"BIOLOGY",225,3.7,3.560416667,"S",4287,98
"25194",198446,"BIOLOGY",225,1.7,3.465517241,"S",3604,130
"25195",198447,"BIOLOGY",225,2.7,3.073770492,"S",3604,115
"25196",198474,"BIOLOGY",225,2.7,3.660465116,"S",3604,134
"25197",198512,"BIOLOGY",225,4,3.973417722,"S",3604,102
"25198",198570,"BIOLOGY",225,1.7,2.556962025,"S",3604,131
"25199",198592,"BIOLOGY",225,3,3.633846154,"S",3604,118
"25200",198615,"BIOLOGY",225,3.7,3.636956522,"S",3604,127
"25201",198665,"BIOLOGY",225,1.7,2.993589744,"S",3604,89
"25202",198676,"BIOLOGY",225,4,3.791358025,"S",3604,79
"25203",198697,"BIOLOGY",225,4,3.92,"S",3604,102
"25204",198710,"BIOLOGY",225,2,2.864,"S",4287,98
"25205",198758,"BIOLOGY",225,4,3.808928571,"S",3604,130
"25206",198763,"BIOLOGY",225,3,3.034722222,"S",3604,110
"25207",198780,"BIOLOGY",225,1,2.356470588,"S",3604,94
"25208",198795,"BIOLOGY",225,3.7,3.712162162,"S",3604,134
"25209",198804,"BIOLOGY",225,3.3,3.8765625,"S",3604,115
"25210",198814,"BIOLOGY",225,4,3.809183673,"S",3604,74
"25211",198817,"BIOLOGY",225,3,3.28021978,"S",3604,107
"25212",198862,"BIOLOGY",225,2.7,2.831914894,"S",3604,111
"25213",198905,"BIOLOGY",225,3,3.24084507,"S",3604,110
"25214",198913,"BIOLOGY",225,3.7,3.959322034,"S",3492,126
"25215",198968,"BIOLOGY",225,2.3,3.405263158,"S",3604,122
"25216",198983,"BIOLOGY",225,3,3.582417582,"S",3604,119
"25217",198983,"BIOLOGY",225,3.3,3.808928571,"S",3604,115
"25218",199040,"BIOLOGY",225,3.3,3.01641791,"S",3604,115
"25219",199055,"BIOLOGY",225,0,2.6875,"S",3604,83
"25220",199107,"BIOLOGY",225,3.3,3.673076923,"S",3604,118
"25221",199142,"BIOLOGY",225,1.7,3.488043478,"S",3604,69
"25222",199157,"BIOLOGY",225,1.7,3.111111111,"S",3604,127
"25223",199192,"BIOLOGY",225,3.7,3.681632653,"S",1685,106
"25224",199211,"BIOLOGY",225,3,3.439259259,"S",3604,119
"25225",199231,"BIOLOGY",225,2.3,3.495238095,"S",3604,114
"25226",199233,"BIOLOGY",225,2,3.151111111,"S",3604,119
"25227",199253,"BIOLOGY",225,2.7,3.395348837,"S",3604,114
"25228",199258,"BIOLOGY",225,3.7,3.380232558,"S",3604,99
"25229",199263,"BIOLOGY",225,1.7,3.003333333,"S",3604,102
"25230",199265,"BIOLOGY",225,3.3,3.762857143,"S",3604,88
"25231",199285,"BIOLOGY",225,2.7,3.29245283,"S",3604,115
"25232",199294,"BIOLOGY",225,2,3.185714286,"S",3604,102
"25233",199300,"BIOLOGY",225,1.3,2.087671233,"S",1685,106
"25234",199344,"BIOLOGY",225,1,2.895774648,"S",3604,110
"25235",199344,"BIOLOGY",225,2,2.828571429,"S",3604,107
"25236",199464,"BIOLOGY",225,2.7,3.547252747,"S",3604,74
"25237",199487,"BIOLOGY",225,2,2.587804878,"S",3492,126
"25238",199490,"BIOLOGY",225,3.3,3.614285714,"S",3604,135
"25239",199496,"BIOLOGY",225,3,3.484347826,"S",3604,69
"25240",199602,"BIOLOGY",225,3,3.245263158,"S",3604,110
"25241",199608,"BIOLOGY",225,3.3,3.774576271,"S",3604,123
"25242",199646,"BIOLOGY",225,1.7,2.826388889,"S",3604,93
"25243",199647,"BIOLOGY",225,2,3.575862069,"S",3604,107
"25244",199654,"BIOLOGY",225,2.7,3.785333333,"S",3604,69
"25245",199675,"BIOLOGY",225,4,3.908396947,"S",3604,83
"25246",199690,"BIOLOGY",225,3.7,3.635802469,"S",3604,94
"25247",199709,"BIOLOGY",225,2,2.952727273,"S",3604,118
"25248",199774,"BIOLOGY",225,2.7,2.932631579,"S",3604,131
"25249",199787,"BIOLOGY",225,4,3.773493976,"S",3604,111
"25250",199812,"BIOLOGY",225,4,3.90625,"S",3604,123
"25251",199820,"BIOLOGY",225,3,3.62,"S",3604,135
"25252",199828,"BIOLOGY",225,1.7,2.73,"S",3604,84
"25253",199937,"BIOLOGY",225,2.7,3.086792453,"S",3604,89
"25254",199945,"BIOLOGY",225,3,2.563829787,"S",3604,78
"25255",199961,"BIOLOGY",225,3.3,3.639130435,"S",3604,110
"25256",200032,"BIOLOGY",225,3.7,3.919607843,"S",3604,78
"25257",200175,"BIOLOGY",225,3.3,3.432989691,"S",3604,118
"25258",200177,"BIOLOGY",225,2.3,3.25,"S",3604,134
"25259",200240,"BIOLOGY",225,2.3,3.703125,"S",3604,103
"25260",200244,"BIOLOGY",225,1.3,2.310447761,"S",3604,88
"25261",200269,"BIOLOGY",225,3.3,3.285263158,"S",3604,68
"25262",200297,"BIOLOGY",225,0,2.907865169,"S",3604,130
"25263",200317,"BIOLOGY",225,4,3.901449275,"S",3604,115
"25264",200328,"BIOLOGY",225,2.7,3.428235294,"S",3604,102
"25265",200336,"BIOLOGY",225,3.3,3.4703125,"S",3604,135
"25266",200342,"BIOLOGY",225,2,3.227692308,"S",3604,119
"25267",200367,"BIOLOGY",225,4,3.869411765,"S",3604,127
"25268",200376,"BIOLOGY",225,2,3.085,"S",3604,123
"25269",200392,"BIOLOGY",225,3.3,3.699082569,"S",4287,98
"25270",200395,"BIOLOGY",225,3.7,3.711627907,"S",3604,89
"25271",200428,"BIOLOGY",225,2.3,3.553333333,"S",3604,118
"25272",200453,"BIOLOGY",225,0,2.591489362,"S",3604,110
"25273",200469,"BIOLOGY",225,2,2.288172043,"S",1685,106
"25274",200469,"BIOLOGY",225,2,2.312631579,"S",3604,107
"25275",200469,"BIOLOGY",225,1.3,2.271774194,"S",3604,115
"25276",200496,"BIOLOGY",225,1,2.986764706,"S",3604,94
"25277",200500,"BIOLOGY",225,3,3.601428571,"S",3604,107
"25278",200545,"BIOLOGY",225,1.7,3.190384615,"S",3604,103
"25279",200547,"BIOLOGY",225,3,3.716666667,"S",3604,84
"25280",200609,"BIOLOGY",225,4,4,"S",3604,131
"25281",200614,"BIOLOGY",225,3.7,3.608823529,"S",3604,89
"25282",200625,"BIOLOGY",225,2,3.464,"S",3604,99
"25283",200643,"BIOLOGY",225,2.7,3.394318182,"S",3604,122
"25284",200679,"BIOLOGY",225,2,2.632214765,"S",3604,127
"25285",200706,"BIOLOGY",225,2.7,3.65,"S",3604,123
"25286",200719,"BIOLOGY",225,3,3.479120879,"S",3604,111
"25287",200777,"BIOLOGY",225,2.7,3.278571429,"S",3604,134
"25288",200875,"BIOLOGY",225,2.7,3.384782609,"S",3604,99
"25289",200877,"BIOLOGY",225,3,3.423333333,"S",3604,83
"25290",200922,"BIOLOGY",225,2.7,3.427692308,"S",3604,79
"25291",200942,"BIOLOGY",225,4,3.343859649,"S",3604,107
"25292",201115,"BIOLOGY",225,3.3,3.704545455,"S",3604,134
"25293",201172,"BIOLOGY",225,3.7,3.54084507,"S",3604,135
"25294",201173,"BIOLOGY",225,1,2.659649123,"S",3604,122
"25295",201213,"BIOLOGY",225,1,2.709302326,"S",3604,93
"25296",201228,"BIOLOGY",225,4,3.472727273,"S",3604,134
"25297",201251,"BIOLOGY",225,2.3,3.427777778,"S",3604,123
"25298",201302,"BIOLOGY",225,3.3,3.502631579,"S",3604,127
"25299",201310,"BIOLOGY",225,3,3.488135593,"S",4287,98
"25300",201312,"BIOLOGY",225,4,3.8765625,"S",3604,130
"25301",201333,"BIOLOGY",225,4,3.479661017,"S",3604,114
"25302",201345,"BIOLOGY",225,3,3.38630137,"S",3604,114
"25303",201349,"BIOLOGY",225,3,2.929059829,"S",3604,127
"25304",201350,"BIOLOGY",225,0.7,2.873611111,"S",3604,94
"25305",201352,"BIOLOGY",225,3.7,3.323232323,"S",3604,122
"25306",201354,"BIOLOGY",225,2,3.530379747,"S",3604,68
"25307",201418,"BIOLOGY",225,3.3,3.473958333,"S",3604,115
"25308",201465,"BIOLOGY",225,2.3,2.687878788,"S",3492,126
"25309",201475,"BIOLOGY",225,3,3.108928571,"S",3604,88
"25310",201482,"BIOLOGY",225,3,3.72195122,"S",3604,131
"25311",201486,"BIOLOGY",225,4,3.715730337,"S",3604,93
"25312",201585,"BIOLOGY",225,1.7,2.66557377,"S",3604,84
"25313",201585,"BIOLOGY",225,1.3,2.753846154,"S",3604,79
"25314",201635,"BIOLOGY",225,3.7,3.632467532,"S",3604,74
"25315",201677,"BIOLOGY",225,3,3.04939759,"S",3604,130
"25316",201702,"BIOLOGY",225,2.3,2.650793651,"S",3604,118
"25317",201702,"BIOLOGY",225,0,2.743518519,"S",3604,119
"25318",201716,"BIOLOGY",225,3.3,3.745238095,"S",3604,79
"25319",201855,"BIOLOGY",225,2,3.272131148,"S",3604,111
"25320",201867,"BIOLOGY",225,2.3,2.753658537,"S",3604,107
"25321",201897,"BIOLOGY",225,4,3.524793388,"S",3604,94
"25322",201933,"BIOLOGY",225,3.3,3.448192771,"S",3604,122
"25323",202021,"BIOLOGY",225,2,3.141463415,"S",3604,122
"25324",202051,"BIOLOGY",225,3.7,3.780952381,"S",3604,135
"25325",202087,"BIOLOGY",225,3,3.034615385,"S",3604,93
"25326",202143,"BIOLOGY",225,2,3.243529412,"S",3604,94
"25327",202224,"BIOLOGY",225,0.7,2.352542373,"S",3604,73
"25328",202227,"BIOLOGY",225,2.7,3.31625,"S",4287,98
"25329",202282,"BIOLOGY",225,3,3.128455285,"S",3604,110
"25330",202330,"BIOLOGY",225,3.3,3.39,"S",3604,123
"25331",202349,"BIOLOGY",225,3,3.352747253,"S",3604,94
"25332",202367,"BIOLOGY",225,3.3,3.696923077,"S",3604,88
"25333",202396,"BIOLOGY",225,2.7,2.648529412,"S",3604,130
"25334",202430,"BIOLOGY",225,3,3.064356436,"S",3604,79
"25335",202465,"BIOLOGY",225,2,2.97761194,"S",3604,73
"25336",202508,"BIOLOGY",225,2.7,3.474509804,"S",3604,79
"25337",202575,"BIOLOGY",225,3.7,3.462962963,"S",3604,130
"25338",202589,"BIOLOGY",225,2.7,3.017073171,"S",3604,115
"25339",202613,"BIOLOGY",225,2,2.647727273,"S",3604,88
"25340",202622,"BIOLOGY",225,4,3.885393258,"S",3604,127
"25341",202638,"BIOLOGY",225,2.7,2.829761905,"S",3604,79
"25342",202648,"BIOLOGY",225,3,3.556190476,"S",3604,131
"25343",202662,"BIOLOGY",225,2,3.221487603,"S",3492,126
"25344",202797,"BIOLOGY",225,3.3,3.482706767,"S",3604,115
"25345",202826,"BIOLOGY",225,4,3.854285714,"S",3604,93
"25346",202829,"BIOLOGY",225,3.7,3.614285714,"S",3604,123
